OBJECTID,Lokalita,PM10,PM2_5,NO_,NO2,Nox,O3,SO2,CO,RychlostVetru,Vlhkost,Teplota,X,Y,Datum
13,CHR,21.125,15.875,0.1,15.9916666666667,15.625,84.3875,6.375,237.05,1.07916666666667,60.375,14.5375,49.1259,16.655,2022/01/05 00:00:00+00
14,CHR,22.7083333333333,14.8333333333333,1.59583333333333,23.0166666666667,25.1708333333333,79.975,5.85,235.133333333333,1.0875,60.25,16,49.1259,16.655,2022/02/05 00:00:00+00
15,CHR,9.47058823529412,3.70588235294118,1.96470588235294,15.8647058823529,18.9117647058824,68.7294117647059,1.28823529411765,83.3058823529412,1.51176470588235,48.9411764705882,21.3,49.1259,16.655,2022/12/07 00:00:00+00
16,CHR,15.0833333333333,4.75,5.57083333333333,24.275,32.85,65.8,1.2875,89.2,0.966666666666667,49.7916666666667,22.8291666666667,49.1259,16.655,2022/07/13 00:00:00+00
17,CHR,17.9583333333333,6.58333333333333,2.99583333333333,16.9916666666667,21.6666666666667,76.5541666666667,1.41666666666667,111.116666666667,1.00833333333333,65.3333333333333,23.625,49.1259,16.655,2022/07/14 00:00:00+00
18,CHR,11.4583333333333,6.41666666666667,1.6,9.38333333333333,11.9041666666667,65.2958333333333,1.22916666666667,120.0625,1.61666666666667,64.3333333333333,19.4083333333333,49.1259,16.655,2022/07/15 00:00:00+00
19,CHR,13.9583333333333,6.08333333333333,1.32083333333333,8.6875,10.7958333333333,69.0708333333333,1.26666666666667,120.254166666667,1.31666666666667,58.2083333333333,19.3,49.1259,16.655,2022/07/16 00:00:00+00
20,CHR,10.125,4,1.19166666666667,8.47916666666667,10.3791666666667,70.3666666666667,1.45833333333333,106.891666666667,0.975,53.4166666666667,19.4291666666667,49.1259,16.655,2022/07/17 00:00:00+00
21,CHR,14,4.66666666666667,1.70416666666667,12.875,15.5833333333333,83.8166666666666,1.775,119.266666666667,0.766666666666667,49.2083333333333,22.05,49.1259,16.655,2022/07/18 00:00:00+00
22,CHR,23,6.41666666666667,1.325,14.1666666666667,16.2666666666667,92.2083333333333,1.7875,134.3625,0.925,46.9166666666667,25.35,49.1259,16.655,2022/07/19 00:00:00+00
23,CHR,38.25,9.5,2.40833333333333,15.9041666666667,19.6791666666667,90.9833333333333,1.9375,144.104166666667,1.34166666666667,44.5833333333333,27.5875,49.1259,16.655,2022/07/20 00:00:00+00
24,CHR,37.4166666666667,12.625,2.38333333333333,14.45,18.1583333333333,110.933333333333,2.15,161.270833333333,1.72083333333333,47.4583333333333,28.525,49.1259,16.655,2022/07/21 00:00:00+00
25,CHR,23.375,13,1.30833333333333,12.1583333333333,14.2583333333333,105.733333333333,1.59166666666667,160.704166666667,0.845833333333333,54.7916666666667,27.6458333333333,49.1259,16.655,2022/07/22 00:00:00+00
26,CHR,26.3333333333333,13.5416666666667,0.704166666666667,8.91666666666667,10.0833333333333,111.358333333333,2.02916666666667,162.141666666667,1.3375,54.0416666666667,27.3208333333333,49.1259,16.655,2022/07/23 00:00:00+00
27,CHR,14.875,10.0416666666667,0.833333333333333,7.54583333333333,8.87916666666667,96.9041666666667,1.67083333333333,147.133333333333,1.28333333333333,55.2916666666667,24.6791666666667,49.1259,16.655,2022/07/24 00:00:00+00
28,CHR,24.9166666666667,9.83333333333333,1.36666666666667,10.8458333333333,13,102.379166666667,1.91666666666667,148.204166666667,1.70833333333333,47.9166666666667,26.3708333333333,49.1259,16.655,2022/07/25 00:00:00+00
29,CHR,15.3125,9.6875,7.16875,19.20625,30.25,32.175,3.76875,216.75625,0.98125,77.125,12.9625,49.1259,16.655,2022/04/10 00:00:00+00
30,CHR,25.4583333333333,10.6666666666667,14.1916666666667,13.2958333333333,35.0625,32.2916666666667,4.1875,197.708333333333,1.34166666666667,84.8333333333333,12.0166666666667,49.1259,16.655,2022/05/10 00:00:00+00
31,CHR,23.4166666666667,13.4166666666667,20.0416666666667,21.4416666666667,52.1666666666667,27.5416666666667,4.2,253.979166666667,0.670833333333333,84.5833333333333,14.8416666666667,49.1259,16.655,2022/06/10 00:00:00+00
32,CHR,28.9166666666667,14.4583333333333,2.62083333333333,11.6625,15.7666666666667,49.8875,5.03333333333333,190.35,1.5625,81.25,16.0166666666667,49.1259,16.655,2022/07/10 00:00:00+00
33,CHR,31.0833333333333,24.4166666666667,7.54166666666667,15.7,27.3375,25.0333333333333,3.81666666666667,245.208333333333,0.629166666666667,97.2916666666667,12.7583333333333,49.1259,16.655,2022/08/10 00:00:00+00
34,CHR,10.2916666666667,6.45833333333333,1.2375,7.59166666666667,9.59166666666667,45.0833333333333,3.95416666666667,149.458333333333,1.35416666666667,75.375,11.8291666666667,49.1259,16.655,2022/09/10 00:00:00+00
35,CHR,23.4166666666667,10.8333333333333,2.7,10.8041666666667,14.9833333333333,43.4333333333333,4.57916666666667,158.6125,1.75,74.6666666666667,12.6083333333333,49.1259,16.655,2022/10/10 00:00:00+00
36,CHR,29.0833333333333,15.9583333333333,17.9583333333333,19.8083333333333,47.3208333333333,30.7375,4.90833333333333,229.833333333333,0.904166666666667,81.6666666666667,13.4583333333333,49.1259,16.655,2022/11/10 00:00:00+00
37,CHR,25.0833333333333,13.25,2.425,18.1416666666667,21.9541666666667,39.075,5.81666666666667,207.9125,1.29583333333333,73.3333333333333,11.7833333333333,49.1259,16.655,2022/12/10 00:00:00+00
38,CHR,50.8333333333333,30.5833333333333,19.7583333333333,31.3541666666667,61.6583333333333,11.9125,4.99583333333333,359.9625,0.566666666666667,87.0833333333333,11.3,49.1259,16.655,2022/10/13 00:00:00+00
39,CHR,61.1666666666667,38.25,21.9583333333333,19.9041666666667,53.5583333333333,17.3041666666667,4.4,312.695833333333,0.675,94,11.7,49.1259,16.655,2022/10/14 00:00:00+00
40,CHR,32.4166666666667,26.5,8.70833333333333,8.87916666666667,22.225,38.1833333333333,4.78333333333333,220.604166666667,1.9625,96.8333333333333,12.5875,49.1259,16.655,2022/10/15 00:00:00+00
41,CHR,32.125,23.375,1.32083333333333,8.8375,10.9416666666667,49.5,5.6125,186.475,1.29583333333333,83.3333333333333,15.8916666666667,49.1259,16.655,2022/10/16 00:00:00+00
42,CHR,34.8333333333333,15.7083333333333,16.6166666666667,18.5458333333333,44.05,47.1958333333333,5.8625,269.845833333333,0.958333333333334,73.875,15.4666666666667,49.1259,16.655,2022/10/17 00:00:00+00
43,CHR,9.8125,7.75,2.6625,17,21.19375,44.75625,6.1625,182.93125,1.5875,74.6875,4.775,49.1259,16.655,2022/12/27 00:00:00+00
44,CHR,30.9583333333333,26.7916666666667,38.2583333333333,30.7708333333333,89.375,11.9833333333333,6.55416666666667,536.804166666667,0.529166666666667,93.75,0.279166666666667,49.1259,16.655,2022/12/28 00:00:00+00
45,CHR,32.5833333333333,29.9166666666667,24.5,25.2833333333333,62.8083333333333,10.15,6.53333333333333,478.745833333333,0.479166666666667,96.4166666666667,0.4125,49.1259,16.655,2022/12/29 00:00:00+00
46,CHR,43.0833333333333,41.4583333333333,25.9666666666667,21.1375,60.9291666666667,5.8125,6.46666666666667,534.179166666667,0.425,99.3333333333333,1.36666666666667,49.1259,16.655,2022/12/30 00:00:00+00
47,CHR,46.0833333333333,43.7083333333333,15.6625,13.325,37.3375,10.825,6.55833333333333,511.854166666667,0.725,98.0833333333333,5.19583333333333,49.1259,16.655,2022/12/31 00:00:00+00
48,CHR,55.9583333333333,51.375,22.5666666666667,18.6166666666667,53.2,8.82916666666667,6.86666666666667,642.4125,0.7625,95.9583333333333,5.0625,49.1259,16.655,2023/01/01 00:00:00+00
49,CHR,30.25,23.2083333333333,21.3208333333333,21.1375,53.8083333333333,9.77083333333333,6.725,400.8125,0.633333333333333,99.8333333333333,6.89583333333333,49.1259,16.655,2023/02/01 00:00:00+00
50,CHR,21.6666666666667,19.2916666666667,28.8083333333333,18.9375,63.0333333333333,7.12083333333333,6.525,436.404166666667,0.7,99.7083333333333,4.62916666666667,49.1259,16.655,2023/03/01 00:00:00+00
51,CHR,21.7916666666667,18.5,26.3916666666667,20.2416666666667,60.6875,6.5375,6.425,460.5875,0.4375,100,0.916666666666666,49.1259,16.655,2023/04/01 00:00:00+00
52,CHR,4.95833333333333,2.83333333333333,1.97083333333333,11.5125,14.6125,38.8,6.38333333333333,145.570833333333,2.43333333333333,83,9.7875,49.1259,16.655,2023/05/01 00:00:00+00
53,CHR,17.875,13.9583333333333,18.4208333333333,24.6625,52.9208333333333,15.7666666666667,6.5625,331.016666666667,0.525,98.375,6.6875,49.1259,16.655,2023/06/01 00:00:00+00
54,CHR,19.125,16.7916666666667,17.9083333333333,19.4375,46.8708333333333,13.8,6.55833333333333,355.516666666667,0.5625,97.125,6.28333333333333,49.1259,16.655,2023/07/01 00:00:00+00
55,CHR,26.1666666666667,24.7083333333333,2.09166666666667,9.3625,12.6,24.7958333333333,6.19583333333333,259.004166666667,0.816666666666667,97.3333333333333,6.0125,49.1259,16.655,2023/08/01 00:00:00+00
56,CHR,19.5,16.2083333333333,6.84583333333333,16.6375,27.1625,19.7291666666667,6.44166666666667,260.633333333333,1.2875,97.7083333333333,5.81666666666667,49.1259,16.655,2023/09/01 00:00:00+00
57,JUN,25.6833333333333,19.9916666666667,9.39583333333333,28.425,42.8458333333333,41.7625,6.84166666666667,204.729166666667,0.175,59.8041666666667,2.97083333333333,49.2078,16.5551,2022/09/03 00:00:00+00
58,JUN,22.2708333333333,16.7791666666667,8.6,22.5583333333333,35.7166666666667,52.0333333333333,6.90416666666667,156.191666666667,0.320833333333333,50.9125,1.8,49.2078,16.5551,2022/10/03 00:00:00+00
59,JUN,27.2541666666667,19.9666666666667,11.05,30.9333333333333,47.8833333333333,44.7416666666667,6.225,213.1,0.208333333333333,46.95,-0.6625,49.2078,16.5551,2022/11/03 00:00:00+00
60,JUN,27.0041666666667,18.5958333333333,7.475,24.1208333333333,35.5666666666667,48.7791666666666,6.44583333333333,126.095833333333,0.158333333333333,41.3291666666667,-0.0750000000000001,49.2078,16.5551,2022/12/03 00:00:00+00
61,JUN,25.6708333333333,17.8166666666667,6.6,25.6,35.6875,54.375,6.60416666666667,196.708333333333,0.183333333333333,37.125,2.72083333333333,49.2078,16.5551,2022/03/13 00:00:00+00
62,JUN,39.5166666666667,24.4958333333333,10.05,38.2583333333333,53.6583333333333,55.0125,14.9958333333333,164.620833333333,0.170833333333333,39.2958333333333,5.62083333333333,49.2078,16.5551,2022/03/14 00:00:00+00
63,JUN,40.4333333333333,28.5958333333333,11.2166666666667,39.9416666666667,57.1583333333334,50.1,9.56666666666667,223.7125,0.1625,56.7041666666667,7.2375,49.2078,16.5551,2022/03/15 00:00:00+00
64,JUN,28.0541666666667,25.2541666666667,7.14166666666666,35.1083333333333,46.025,56.9958333333333,6.10833333333333,189.0875,0.245833333333333,75.0125,8.02083333333333,49.2078,16.5551,2022/03/16 00:00:00+00
65,JUN,54.6708333333333,45.5625,19.1041666666667,44.4208333333333,73.6541666666667,26.7916666666667,6.30869565217391,290.325,0.125,71.5833333333334,5.49166666666667,49.2078,16.5551,2022/03/17 00:00:00+00
66,JUN,51.9166666666667,45.4708333333333,10.8833333333333,36.2791666666667,52.9083333333334,42.55,4.70434782608696,241.6625,0.179166666666667,64.5416666666667,6.5125,49.2078,16.5551,2022/03/18 00:00:00+00
67,JUN,44.9708333333333,37.4458333333333,4.40416666666667,26.8041666666667,33.5458333333333,68.2125,8.61666666666667,150.65,0.3875,47.0041666666667,5.2125,49.2078,16.5551,2022/03/19 00:00:00+00
68,JUN,31.4625,24.5958333333333,7.19166666666667,29.9041666666667,40.9333333333333,51.9166666666667,5.83913043478261,226.820833333333,0.208333333333333,46.5458333333333,3.77916666666667,49.2078,16.5551,2022/03/20 00:00:00+00
69,JUN,33.1875,24.6333333333333,16.0666666666667,40.3916666666667,64.975,44.275,4.65652173913043,186.683333333333,0.220833333333333,47.1041666666667,3.64583333333333,49.2078,16.5551,2022/03/21 00:00:00+00
70,JUN,10.2291666666667,5.42916666666667,16.1083333333333,32.5916666666667,57.2791666666666,46.9375,4.32916666666667,199.291304347826,0.158333333333333,66.2625,19.2916666666667,49.2078,16.5551,2022/01/06 00:00:00+00
71,JUN,9.41904761904762,5.97619047619048,9.25714285714286,25.0809523809524,39.3,56.8523809523809,4.35714285714286,85.3105263157895,0.152380952380952,60.9619047619048,18.9238095238095,49.2078,16.5551,2022/02/06 00:00:00+00
72,JUN,15.5541666666667,9.15416666666667,10.8791666666667,36.8666666666667,53.5375,51.0833333333333,5.8,181.95,0.233333333333333,57.2708333333333,21.1375,49.2078,16.5551,2022/03/06 00:00:00+00
73,JUN,13.9416666666667,10.55,9.87916666666667,25.8541666666667,40.9916666666667,55.8875,5.45416666666667,207.64347826087,0.141666666666667,68.1833333333333,22.8125,49.2078,16.5551,2022/04/06 00:00:00+00
74,JUN,17.6375,13.4416666666667,10.1333333333333,34.0125,49.575,69.0791666666667,6.82916666666667,178.786363636364,0.304166666666667,55.1291666666667,23.1875,49.2078,16.5551,2022/05/06 00:00:00+00
75,JUN,7.91666666666667,4.83333333333333,6.23333333333333,16,25.5583333333333,48.5291666666667,5.37083333333333,336.309523809524,0.183333333333333,74.3,20.4541666666667,49.2078,16.5551,2022/06/06 00:00:00+00
76,JUN,11.0875,7.22083333333333,8.0875,13.425,25.8125,43.825,5.9125,199.544444444444,0.191666666666667,77.8833333333333,19.3541666666667,49.2078,16.5551,2022/07/06 00:00:00+00
77,JUN,9.10833333333333,6.01666666666667,9.10833333333333,19.4666666666667,33.4333333333333,35.8666666666667,5.92083333333333,135.65625,0.170833333333333,74.7666666666667,19.1708333333333,49.2078,16.5551,2022/08/06 00:00:00+00
78,JUN,11.1875,7.54583333333333,8.84583333333333,16.2708333333333,29.8208333333333,44.775,5.6125,118.715789473684,0.229166666666667,77.5958333333333,19.0125,49.2078,16.5551,2022/09/06 00:00:00+00
79,JUN,10.4416666666667,6.90416666666667,5.74583333333333,14.75,23.5791666666667,49.175,3.89166666666667,139.8,0.191666666666667,71.325,18.9541666666667,49.2078,16.5551,2022/10/06 00:00:00+00
80,JUN,13.1125,9.19583333333333,6.225,21.5708333333333,31.1083333333333,57.3666666666667,3.725,176.317391304348,0.179166666666667,55.4208333333333,20.65,49.2078,16.5551,2022/11/06 00:00:00+00
81,JUN,13.0791666666667,9.60833333333333,6.77083333333333,24.65,35.0416666666667,52.0541666666667,4.26666666666667,220.375,0.2,54.0416666666667,22.3416666666667,49.2078,16.5551,2022/12/06 00:00:00+00
82,JUN,10.9916666666667,7.3625,8.5875,19.6291666666667,32.8,46.6666666666667,4.67916666666667,134.791666666667,0.179166666666667,75.3125,17.7958333333333,49.2078,16.5551,2022/06/13 00:00:00+00
83,JUN,17.7208333333333,10.4791666666667,4.825,10.375,17.7833333333333,80.3208333333334,3.0625,240.3375,0.1375,74.5375,22.4458333333333,49.2078,16.5551,2022/08/24 00:00:00+00
84,JUN,27.5208333333333,15.1708333333333,4.59583333333333,12.4958333333333,19.55,93.9458333333334,3.27083333333333,289.05,0.166666666666667,70.8083333333333,24.0791666666667,49.2078,16.5551,2022/08/25 00:00:00+00
85,JUN,32.5541666666667,16.4291666666667,6.12083333333333,14.8875,24.275,96.1208333333333,3.2625,246.441666666667,0.175,68.9375,24.7708333333333,49.2078,16.5551,2022/08/26 00:00:00+00
86,JUN,11.0666666666667,6.225,3.67083333333333,8.54583333333333,14.1541666666667,105.870833333333,2.925,188.395833333333,0.145833333333333,82.1708333333333,21.5166666666667,49.2078,16.5551,2022/08/27 00:00:00+00
87,JUN,9.95833333333333,6.58333333333333,3.5125,5.09166666666667,10.4875,82.0416666666667,2.775,213.129166666667,0.120833333333333,83.4,20.7333333333333,49.2078,16.5551,2022/08/28 00:00:00+00
88,JUN,10.1541666666667,6.45,3.95833333333333,6.64166666666667,12.7166666666667,68.8875,2.54583333333333,247.2125,0.195833333333333,66.4791666666667,20.9541666666667,49.2078,16.5551,2022/08/29 00:00:00+00
89,JUN,10.525,6.15833333333333,5.86666666666667,11.0583333333333,20.0625,55.8958333333333,2.66666666666667,217.970833333333,0.183333333333333,66.325,19.5666666666667,49.2078,16.5551,2022/08/30 00:00:00+00
90,JUN,7.48333333333333,4.5375,8.79166666666667,19.1125,32.5833333333333,43.3791666666667,2.66666666666667,213.8125,0.166666666666667,65.775,18.825,49.2078,16.5551,2022/08/31 00:00:00+00
91,JUN,6.8375,3.77916666666667,6.81666666666667,16.6875,27.1333333333333,49.8875,2.43333333333333,224.608333333333,0.1875,54.5583333333333,18.2125,49.2078,16.5551,2022/01/09 00:00:00+00
92,JUN,6.24583333333333,2.80833333333333,6.80416666666667,20.1583333333333,30.5833333333333,49.9166666666667,2.31666666666667,258.2625,0.166666666666667,56.7833333333333,16.3791666666667,49.2078,16.5551,2022/02/09 00:00:00+00
93,JUN,8.65416666666667,4.81666666666667,7.0375,21.1791666666667,31.975,51.8375,2.56666666666667,168.925,0.175,61.2291666666667,17.3958333333333,49.2078,16.5551,2022/03/09 00:00:00+00
94,JUN,12.5583333333333,9.68333333333333,6.34166666666667,14.8291666666667,24.5541666666667,32.3333333333333,2.35416666666667,197.6375,0.145833333333333,86.9583333333333,16.7041666666667,49.2078,16.5551,2022/04/09 00:00:00+00
95,JUN,11.4333333333333,8.57916666666667,9.14166666666667,20.375,34.3916666666667,37.35,2.375,227.6625,0.170833333333333,74.2083333333333,18.45,49.2078,16.5551,2022/05/09 00:00:00+00
96,JUN,20.625,18.8208333333333,17.0333333333333,27.4041666666667,53.5333333333333,9.6125,6.3625,457.979166666667,0.0833333333333334,91.725,8.0875,49.2078,16.5551,2022/11/16 00:00:00+00
97,JUN,12.1666666666667,10.9666666666667,9.09166666666667,13.5125,27.4416666666667,6.35,7.42916666666667,331.55,0.308333333333333,86.95,5.725,49.2078,16.5551,2022/11/17 00:00:00+00
98,JUN,14.8333333333333,13.45,13.4625,15.0791666666667,35.7291666666667,9.6125,7.19583333333333,258.059090909091,0.275,85.4916666666667,3.12083333333333,49.2078,16.5551,2022/11/18 00:00:00+00
99,JUN,17.6125,16.2083333333333,6.325,13.4541666666667,23.15,23.6375,5.02916666666667,336.590476190476,0.1875,73.6083333333333,-0.158333333333333,49.2078,16.5551,2022/11/19 00:00:00+00
100,JUN,27.3625,26.15,10.9875,18.1708333333333,35.0166666666667,10.7625,4.74583333333333,341.675,0.183333333333333,85.8958333333333,0.529166666666667,49.2078,16.5551,2022/11/20 00:00:00+00
101,JUN,22.3875,20.0958333333333,24.5833333333333,22.0416666666667,59.7125,10.1125,6.17916666666667,448.154166666667,0.15,86.7041666666667,3.67916666666667,49.2078,16.5551,2022/11/21 00:00:00+00
102,JUN,17.6625,15.0458333333333,16.3291666666667,21.9833333333333,47.0041666666667,9.84583333333333,6.95416666666667,306.133333333333,0.166666666666667,90.7083333333333,3.72083333333333,49.2078,16.5551,2022/11/22 00:00:00+00
103,JUN,27.05,25.1416666666667,12.1875,17.3041666666667,36.0041666666667,11.8666666666667,6.9625,346.229166666667,0.120833333333333,85.8708333333333,4.95,49.2078,16.5551,2022/11/23 00:00:00+00
104,JUN,20.5166666666667,18.3041666666667,26.175,20.7375,60.8625,13.1375,5.67083333333333,397.25,0.1125,82.9916666666667,5.45,49.2078,16.5551,2022/11/24 00:00:00+00
105,JUN,19.0304347826087,15.9521739130435,22.9869565217391,13.5782608695652,48.8130434782609,2.7,4.7,854.072727272727,0.147826086956522,90.7478260869565,3.87826086956522,49.2078,16.5551,2022/11/25 00:00:00+00
106,JUN,15.5416666666667,13.7208333333333,11.2375,11.8833333333333,29.0958333333333,10.6041666666667,2.84166666666667,489.6375,0.4,90.0833333333334,4.07916666666667,49.2078,16.5551,2022/11/26 00:00:00+00
107,JUN,13.9041666666667,11.9125,7.64583333333333,11.9333333333333,23.6541666666667,6.775,2.5125,319.495833333333,0.1875,90.0416666666667,1.78333333333333,49.2078,16.5551,2022/11/27 00:00:00+00
108,JUN,16.6375,15.3291666666667,2.90416666666667,6.72083333333333,11.1916666666667,31.625,3.8,271.229166666667,0.229166666666667,83.3125,4.1625,49.2078,16.5551,2022/11/28 00:00:00+00
109,KLA,11.9583333333333,6.29166666666667,6.4625,17.6375,27.6833333333333,64.7875,2.7625,197.241666666667,1.925,59.125,5.82083333333333,49.2168,16.6809,2022/02/23 00:00:00+00
110,KLA,16.75,10.5,4.8,18.6166666666667,26.0958333333333,64.15,2.89583333333333,214.929166666667,2.4875,58.0833333333333,5.65833333333333,49.2168,16.6809,2022/02/24 00:00:00+00
111,KLA,11.5,6.25,9.24166666666667,22.5375,36.7625,60.075,2.89583333333333,206.8875,2.2375,56.6666666666667,3.7125,49.2168,16.6809,2022/02/25 00:00:00+00
112,KLA,10.7916666666667,8.45833333333333,5.64583333333333,15.4833333333333,24.2291666666667,59.9666666666667,2.85416666666667,211.0125,1.425,71.0416666666667,2.14166666666667,49.2168,16.6809,2022/02/26 00:00:00+00
113,KLA,20.0833333333333,17.3333333333333,4.7875,13.9666666666667,21.4,65.075,3.33333333333333,217.329166666667,2.47916666666667,62.4583333333333,2.32916666666667,49.2168,16.6809,2022/02/27 00:00:00+00
114,KLA,17.6666666666667,10.6666666666667,8.1625,16.475,29.0541666666667,64.3666666666667,3.56666666666667,203.220833333333,2.48333333333333,55.5833333333333,0.0291666666666666,49.2168,16.6809,2022/02/28 00:00:00+00
115,KLA,25.25,16.4166666666667,11.9166666666667,22.7416666666667,41.0458333333333,59.0708333333333,4.83333333333333,249.625,1.8875,54.375,1.10833333333333,49.2168,16.6809,2022/01/03 00:00:00+00
116,KLA,26.5,17.375,9.6875,23.7875,38.6625,64.2083333333333,5.08333333333333,260.9,1.76666666666667,48,1.50833333333333,49.2168,16.6809,2022/02/03 00:00:00+00
117,KLA,39.8333333333333,26.6666666666667,8.65833333333333,25.4375,38.7791666666667,62.8958333333333,4.98333333333333,285.804166666667,1.26666666666667,51.375,0.9375,49.2168,16.6809,2022/03/03 00:00:00+00
118,KLA,28.1666666666667,22.3333333333333,9.525,20.925,35.5791666666667,56.6416666666667,3.2125,245.208333333333,1.56666666666667,67.5,0.141666666666667,49.2168,16.6809,2022/04/03 00:00:00+00
119,KLA,19.3333333333333,16.75,5.0625,14.3916666666667,22.2541666666667,58.5666666666667,3.12916666666667,224.008333333333,2.22916666666667,63.625,0.995833333333333,49.2168,16.6809,2022/05/03 00:00:00+00
120,KLA,26.3333333333333,23.4583333333333,4.98333333333333,15.0125,22.7541666666667,59.7166666666667,3.41666666666667,240.375,1.62083333333333,59.375,-0.833333333333333,49.2168,16.6809,2022/06/03 00:00:00+00
121,KLA,24.5,19.5416666666667,7.07916666666667,16.0208333333333,26.8791666666667,64.35,2.99583333333333,220.0125,1.19583333333333,60.4583333333333,-0.3,49.2168,16.6809,2022/07/03 00:00:00+00
122,KLA,17.2941176470588,11.0588235294118,3.92941176470588,16,21.9294117647059,66.7,5.72352941176471,190.088235294118,1.52941176470588,92.8235294117647,14.9764705882353,49.2168,16.6809,2022/05/17 00:00:00+00
123,KLA,14.9166666666667,4.95833333333333,4.925,15.8458333333333,23.2166666666667,82.1625,5.86666666666667,172.7875,1.81666666666667,49.875,14.7791666666667,49.2168,16.6809,2022/05/18 00:00:00+00
124,KLA,16.1666666666667,4.91666666666667,2.90833333333333,16.3416666666667,20.6666666666667,103.645833333333,6.39166666666667,170.679166666667,2.0125,43.3333333333333,17.6875,49.2168,16.6809,2022/05/19 00:00:00+00
125,KLA,20.2916666666667,7.25,4.83333333333333,21.2833333333333,28.675,98.6125,6.53333333333333,186.370833333333,1.45,59.875,21,49.2168,16.6809,2022/05/20 00:00:00+00
126,KLA,12.6666666666667,5.33333333333333,2.74166666666667,11.8875,16.0541666666667,81.5625,5.49166666666667,147.108333333333,1.93333333333333,61.6666666666667,19.125,49.2168,16.6809,2022/05/21 00:00:00+00
127,KLA,8.83333333333333,4.625,2.5625,11.5666666666667,15.3833333333333,82.7833333333333,5.6,153.591666666667,1.44583333333333,57.2083333333333,16.0666666666667,49.2168,16.6809,2022/05/22 00:00:00+00
128,KLA,12.6666666666667,5.70833333333333,3.20833333333333,14.5125,19.2833333333333,84.0666666666667,5.94583333333333,174.3125,1.3375,60.3333333333333,16.6166666666667,49.2168,16.6809,2022/05/23 00:00:00+00
129,KLA,19.5416666666667,10.625,8.81666666666667,20.775,34.2333333333333,60.2541666666667,5.8375,181.583333333333,1.425,87.4166666666667,16.1125,49.2168,16.6809,2022/05/24 00:00:00+00
130,KLA,8,3.70833333333333,10.75,17.9458333333333,34.3291666666667,48.3458333333333,5.57916666666667,165.420833333333,1.23333333333333,99.25,13.4833333333333,49.2168,16.6809,2022/05/25 00:00:00+00
131,KLA,11.9166666666667,4.25,5.33333333333333,15.8208333333333,23.9875,63.5416666666667,5.475,165.470833333333,2.12083333333333,72.125,16.0708333333333,49.2168,16.6809,2022/05/26 00:00:00+00
132,KLA,10.1666666666667,4.20833333333333,4.39583333333333,13.4041666666667,20.05,69.5958333333333,5.575,148.966666666667,2.57916666666667,73.75,15.55,49.2168,16.6809,2022/05/27 00:00:00+00
133,KLA,8.25,3.95833333333333,4.83333333333333,12.2541666666667,19.5833333333333,72.1791666666667,5.54166666666667,149.308333333333,1.65,60.9583333333333,13.1666666666667,49.2168,16.6809,2022/05/28 00:00:00+00
134,KLA,6.95833333333333,3.75,1.475,10.3291666666667,12.4,79.0166666666667,5.575,150.408333333333,1.38333333333333,66.9583333333333,11.725,49.2168,16.6809,2022/05/29 00:00:00+00
135,KLA,8.5,4.08333333333333,2.65,14.3791666666667,18.175,82.5375,5.30833333333333,154.620833333333,1.50833333333333,66.1666666666667,13.1416666666667,49.2168,16.6809,2022/05/30 00:00:00+00
136,KLA,9.88235294117647,5.23529411764706,0.882352941176471,4.22941176470588,5.58823529411765,43.9294117647059,2.03125,132.84375,1.14705882352941,93.2352941176471,19.7,49.2168,16.6809,2022/08/23 00:00:00+00
137,KLA,26.9583333333333,13.25,0.604166666666667,4.13333333333333,5.12083333333333,61.8166666666667,2.075,148.3375,1.57916666666667,86.125,21.3875,49.2168,16.6809,2022/08/24 00:00:00+00
138,KLA,43.625,19.6666666666667,0.629166666666667,5.1,6.16666666666667,85.675,2.40833333333333,167.65,1.48333333333333,82.2916666666667,23.4541666666667,49.2168,16.6809,2022/08/25 00:00:00+00
139,KLA,47.5416666666667,19.7083333333333,0.7625,7.24166666666667,8.40416666666667,98.8958333333333,2.88333333333333,199.541666666667,1.44583333333333,75.2916666666667,25.0416666666667,49.2168,16.6809,2022/08/26 00:00:00+00
140,KLA,16.625,8.04166666666667,0.679166666666667,4.93333333333333,6.025,80.9666666666667,2.22083333333333,137.145833333333,1.14583333333333,91.6666666666667,20.475,49.2168,16.6809,2022/08/27 00:00:00+00
141,KLA,14.0416666666667,8.45833333333333,0.5125,3.35,4.25416666666667,52.3458333333333,2.1625,134.945833333333,0.766666666666667,96.5416666666667,19.2916666666667,49.2168,16.6809,2022/08/28 00:00:00+00
142,KLA,12.25,7.25,0.5875,3.92916666666667,4.875,67.3333333333333,2.31666666666667,117.316666666667,1.25416666666667,76.7916666666667,20.3666666666667,49.2168,16.6809,2022/08/29 00:00:00+00
143,KLA,11.0833333333333,5.625,0.683333333333333,4.5125,5.62916666666667,76.7375,2.675,119.670833333333,1.625,71.1666666666667,19.8291666666667,49.2168,16.6809,2022/08/30 00:00:00+00
144,KLA,11.0833333333333,5.29166666666667,0.945833333333333,6.85,8.4,61.1791666666667,3.27916666666667,128.958333333333,1.975,77.875,17.6708333333333,49.2168,16.6809,2022/08/31 00:00:00+00
145,KLA,9.16666666666667,3.16666666666667,0.895833333333333,5.27083333333333,6.71666666666667,60.5833333333333,2.84583333333333,110.9125,2.83333333333333,69.4166666666667,16.6375,49.2168,16.6809,2022/01/09 00:00:00+00
