Rok,Měsíc,mean,median
2023,1,2.539079301075269,2.6
2023,2,2.432626488095238,2.5
2023,3,6.043716397849462,5.6
2023,4,8.183923611111112,8.1
2023,5,13.791129032258064,13.2
2023,6,19.16402777777778,19.0
2023,7,22.32245791245791,22.3
2023,8,20.396807795698926,19.35
2023,9,18.41182008368201,17.8
2023,10,12.497412634408603,12.2
2023,11,5.281215277777777,5.5
2023,12,1.8311827956989248,1.2
