Rok,Měsíc,mean,median
2023,1,2.4952605042016804,2.4
2023,2,2.330357142857143,2.3499999999999996
2023,3,6.013306451612903,5.8
2023,4,8.18204861111111,7.9
2023,5,13.847345430107525,12.8
2023,6,18.928715277777776,18.8
2023,7,22.229502688172044,21.6
2023,8,20.488306451612903,18.5
2023,9,18.49559027777778,16.8
2023,10,12.392069892473119,12.1
2023,11,4.660451388888889,4.6
2023,12,1.1793010752688171,0.8
