Rok,Měsíc,mean,median
2023,1,2.6242943548387094,2.6
2023,2,2.684747023809524,2.6
2023,3,6.219354838709677,5.8
2023,4,8.263645833333333,8.1
2023,5,14.199227150537634,13.5
2023,6,19.181558803061936,18.8
2023,7,22.354872311827958,22.3
2023,8,20.28195564516129,18.8
2023,9,18.213702928870294,17.5
2023,10,12.41407930107527,12.1
2023,11,5.085486111111111,5.3
2023,12,1.8966733870967742,1.6
