Rok,Měsíc,mean,median
2023,1,2.936055107526882,2.8
2023,2,2.8460565476190474,2.8
2023,3,6.563272849462366,6.5
2023,4,8.597986111111112,8.5
2023,5,14.408064516129032,13.6
2023,6,19.347569444444446,18.9
2023,7,22.591229838709676,22.1
2023,8,20.565255376344084,19.6
2023,9,18.595659722222223,18.0
2023,10,12.783602150537634,12.3
2023,11,5.463506944444444,5.6
2023,12,2.1080309139784945,1.5
